timestamp_s,id,x_m,y_m,z_m,roll_deg,pitch_deg,yaw_deg,xE_m,yE_m,zE_m,rollE_deg,pitchE_deg,yawE_deg
1761142211.407068,0,0.001482,0.009020,1.153107,-2.085,1.519,1.520,0.001482,0.009020,1.153107,-2.085,1.519,1.520
1761142211.465681,0,0.001498,0.008987,1.153078,-2.272,1.514,1.520,0.001498,0.008987,1.153078,-2.272,1.514,1.520
1761142211.521850,0,0.001487,0.008981,1.153014,-2.338,1.520,1.519,0.001487,0.008981,1.153014,-2.338,1.520,1.519
1761142211.578040,0,0.001490,0.008987,1.153048,-2.271,1.468,1.515,0.001490,0.008987,1.153048,-2.271,1.468,1.515
1761142211.641086,0,0.001487,0.008976,1.153040,-2.363,1.456,1.523,0.001487,0.008976,1.153040,-2.363,1.456,1.523
1761142211.708266,0,0.001492,0.008977,1.152962,-2.341,1.519,1.525,0.001492,0.008977,1.152962,-2.341,1.519,1.525
1761142211.763858,0,0.001467,0.008997,1.153028,-2.247,1.603,1.514,0.001467,0.008997,1.153028,-2.247,1.603,1.514
1761142211.828382,0,0.001492,0.008973,1.153045,-2.415,1.527,1.523,0.001492,0.008973,1.153045,-2.415,1.527,1.523
1761142211.886922,0,0.001477,0.008985,1.152920,-2.307,1.539,1.516,0.001477,0.008985,1.152920,-2.307,1.539,1.516
1761142211.946533,0,0.001496,0.008997,1.152955,-2.236,1.524,1.523,0.001496,0.008997,1.152955,-2.236,1.524,1.523
1761142212.018934,0,0.001482,0.008974,1.152904,-2.372,1.490,1.523,0.001482,0.008974,1.152904,-2.372,1.490,1.523
1761142212.076512,0,0.001482,0.008983,1.153050,-2.311,1.552,1.523,0.001482,0.008983,1.153050,-2.311,1.552,1.523
1761142212.132701,0,0.001499,0.009002,1.152908,-2.173,1.379,1.531,0.001499,0.009002,1.152908,-2.173,1.379,1.531
1761142212.183416,0,0.001486,0.008960,1.152980,-2.443,1.492,1.529,0.001486,0.008960,1.152980,-2.443,1.492,1.529
1761142212.236524,0,0.001481,0.008994,1.152907,-2.210,1.482,1.516,0.001481,0.008994,1.152907,-2.210,1.482,1.516
1761142212.291130,0,0.001477,0.008995,1.152926,-2.229,1.492,1.527,0.001477,0.008995,1.152926,-2.229,1.492,1.527
1761142212.372395,0,0.001488,0.008977,1.152921,-2.303,1.469,1.518,0.001488,0.008977,1.152921,-2.303,1.469,1.518
1761142212.429172,0,0.001512,0.008979,1.153004,-2.311,1.404,1.522,0.001512,0.008979,1.153004,-2.311,1.404,1.522
1761142212.482892,0,0.001489,0.009011,1.152899,-2.255,1.458,1.519,0.001489,0.009011,1.152899,-2.255,1.458,1.519
1761142212.538011,0,0.001475,0.008999,1.152860,-2.298,1.499,1.522,0.001475,0.008999,1.152860,-2.298,1.499,1.522
1761142212.588514,0,0.001485,0.008995,1.152976,-2.274,1.481,1.521,0.001485,0.008995,1.152976,-2.274,1.481,1.521
1761142212.642341,0,0.001486,0.009023,1.152960,-2.025,1.497,1.527,0.001486,0.009023,1.152960,-2.025,1.497,1.527
1761142212.698570,0,0.001482,0.008981,1.152884,-2.344,1.532,1.519,0.001482,0.008981,1.152884,-2.344,1.532,1.519
1761142212.764561,0,0.001496,0.008999,1.152993,-2.199,1.414,1.526,0.001496,0.008999,1.152993,-2.199,1.414,1.526
1761142212.849014,0,0.001486,0.008988,1.152938,-2.281,1.457,1.522,0.001486,0.008988,1.152938,-2.281,1.457,1.522
1761142212.923657,0,0.001515,0.008991,1.152948,-2.280,1.454,1.518,0.001515,0.008991,1.152948,-2.280,1.454,1.518
1761142212.996232,0,0.001497,0.008984,1.152903,-2.287,1.438,1.515,0.001497,0.008984,1.152903,-2.287,1.438,1.515
1761142213.061219,0,0.001502,0.008984,1.152903,-2.378,1.479,1.531,0.001502,0.008984,1.152903,-2.378,1.479,1.531
1761142213.119633,0,0.001516,0.008954,1.153743,-2.275,1.452,1.529,0.001516,0.008954,1.153743,-2.275,1.452,1.529
1761142213.173603,0,0.001490,0.009019,1.153068,-2.089,1.465,1.515,0.001490,0.009019,1.153068,-2.089,1.465,1.515
1761142213.223916,0,0.001485,0.009003,1.152955,-2.168,1.461,1.525,0.001485,0.009003,1.152955,-2.168,1.461,1.525
1761142213.279153,0,0.001493,0.008982,1.152918,-2.327,1.492,1.525,0.001493,0.008982,1.152918,-2.327,1.492,1.525
1761142213.331619,0,0.001508,0.008964,1.152875,-2.423,1.409,1.531,0.001508,0.008964,1.152875,-2.423,1.409,1.531
1761142213.396150,0,0.001483,0.008984,1.152927,-2.293,1.475,1.523,0.001483,0.008984,1.152927,-2.293,1.475,1.523
1761142213.455169,0,0.001483,0.008998,1.152915,-2.232,1.524,1.515,0.001483,0.008998,1.152915,-2.232,1.524,1.515
1761142213.508112,0,0.001493,0.009004,1.153039,-2.149,1.444,1.516,0.001493,0.009004,1.153039,-2.149,1.444,1.516
1761142213.563754,0,0.001492,0.008998,1.152977,-2.220,1.477,1.518,0.001492,0.008998,1.152977,-2.220,1.477,1.518
1761142213.614154,0,0.001489,0.009011,1.152975,-2.138,1.454,1.524,0.001489,0.009011,1.152975,-2.138,1.454,1.524
1761142213.662487,0,0.001488,0.009009,1.152973,-2.178,1.442,1.516,0.001488,0.009009,1.152973,-2.178,1.442,1.516
1761142213.714288,0,0.001499,0.009005,1.153027,-2.165,1.434,1.519,0.001499,0.009005,1.153027,-2.165,1.434,1.519
1761142213.769981,0,0.001494,0.008976,1.152947,-2.357,1.445,1.526,0.001494,0.008976,1.152947,-2.357,1.445,1.526
1761142213.823027,0,0.001488,0.009000,1.152982,-2.192,1.426,1.520,0.001488,0.009000,1.152982,-2.192,1.426,1.520
1761142213.876321,0,0.001494,0.008983,1.153047,-2.294,1.518,1.520,0.001494,0.008983,1.153047,-2.294,1.518,1.520
1761142213.931399,0,0.001488,0.009021,1.153002,-2.041,1.479,1.522,0.001488,0.009021,1.153002,-2.041,1.479,1.522
1761142213.995930,0,0.001488,0.009000,1.152987,-2.178,1.473,1.522,0.001488,0.009000,1.152987,-2.178,1.473,1.522
1761142214.058953,0,0.001483,0.009003,1.152933,-2.184,1.488,1.519,0.001483,0.009003,1.152933,-2.184,1.488,1.519
1761142214.112553,0,0.001488,0.008972,1.152988,-2.350,1.515,1.524,0.001488,0.008972,1.152988,-2.350,1.515,1.524
1761142214.164378,0,0.001482,0.008988,1.152921,-2.265,1.446,1.521,0.001482,0.008988,1.152921,-2.265,1.446,1.521
1761142214.224567,0,0.001487,0.008985,1.153048,-2.250,1.464,1.524,0.001487,0.008985,1.153048,-2.250,1.464,1.524
1761142214.276774,0,0.001479,0.009002,1.153015,-2.142,1.469,1.520,0.001479,0.009002,1.153015,-2.142,1.469,1.520
1761142214.328925,0,0.001056,0.008830,1.153833,-1.653,2.421,1.691,0.001056,0.008830,1.153833,-1.653,2.421,1.691
1761142214.396569,0,0.000354,0.007899,1.153030,-2.340,1.593,2.242,0.000354,0.007899,1.153030,-2.340,1.593,2.242
1761142214.459664,0,0.000372,0.007902,1.153046,-2.231,1.465,2.253,0.000372,0.007902,1.153046,-2.231,1.465,2.253
1761142214.518489,0,0.000368,0.007883,1.153014,-2.375,1.493,2.249,0.000368,0.007883,1.153014,-2.375,1.493,2.249
1761142214.567284,0,0.000369,0.007896,1.153050,-2.309,1.504,2.256,0.000369,0.007896,1.153050,-2.309,1.504,2.256
1761142214.622380,0,0.000367,0.007881,1.153036,-2.356,1.508,2.254,0.000367,0.007881,1.153036,-2.356,1.508,2.254
1761142214.673279,0,0.000378,0.007893,1.153003,-2.265,1.401,2.262,0.000378,0.007893,1.153003,-2.265,1.401,2.262
1761142214.723441,0,0.000374,0.007892,1.153038,-2.314,1.476,2.259,0.000374,0.007892,1.153038,-2.314,1.476,2.259
1761142214.774168,0,0.000372,0.007917,1.152980,-2.155,1.467,2.258,0.000372,0.007917,1.152980,-2.155,1.467,2.258
1761142214.832994,0,0.000380,0.007888,1.153019,-2.347,1.459,2.261,0.000380,0.007888,1.153019,-2.347,1.459,2.261
1761142214.884794,0,0.000357,0.007897,1.153041,-2.276,1.472,2.257,0.000357,0.007897,1.153041,-2.276,1.472,2.257
1761142214.934952,0,0.000364,0.007900,1.152955,-2.203,1.508,2.254,0.000364,0.007900,1.152955,-2.203,1.508,2.254
1761142214.990614,0,0.000375,0.007886,1.153010,-2.355,1.427,2.253,0.000375,0.007886,1.153010,-2.355,1.427,2.253
1761142215.062190,0,0.000361,0.007895,1.153049,-2.339,1.493,2.250,0.000361,0.007895,1.153049,-2.339,1.493,2.250
1761142215.116302,0,0.000377,0.007892,1.153038,-2.295,1.407,2.260,0.000377,0.007892,1.153038,-2.295,1.407,2.260
1761142215.171469,0,0.000376,0.007908,1.153019,-2.224,1.441,2.254,0.000376,0.007908,1.153019,-2.224,1.441,2.254
1761142215.230002,0,0.000372,0.007889,1.152963,-2.387,1.448,2.255,0.000372,0.007889,1.152963,-2.387,1.448,2.255
1761142215.282959,0,0.000371,0.007896,1.152989,-2.305,1.475,2.258,0.000371,0.007896,1.152989,-2.305,1.475,2.258
1761142215.336591,0,0.000370,0.007880,1.152980,-2.385,1.487,2.253,0.000370,0.007880,1.152980,-2.385,1.487,2.253
1761142215.391380,0,0.000372,0.007898,1.153020,-2.306,1.448,2.259,0.000372,0.007898,1.153020,-2.306,1.448,2.259
1761142215.449666,0,0.000375,0.007899,1.153098,-2.297,1.431,2.248,0.000375,0.007899,1.153098,-2.297,1.431,2.248
1761142215.505360,0,0.000358,0.007890,1.153042,-2.327,1.540,2.247,0.000358,0.007890,1.153042,-2.327,1.540,2.247
1761142215.563496,0,0.000365,0.007907,1.153041,-2.253,1.490,2.250,0.000365,0.007907,1.153041,-2.253,1.490,2.250
1761142215.621310,0,0.000362,0.007906,1.153026,-2.223,1.534,2.252,0.000362,0.007906,1.153026,-2.223,1.534,2.252
1761142215.676593,0,0.000359,0.007896,1.152994,-2.294,1.555,2.251,0.000359,0.007896,1.152994,-2.294,1.555,2.251
1761142215.731069,0,0.000373,0.007880,1.153016,-2.360,1.498,2.254,0.000373,0.007880,1.153016,-2.360,1.498,2.254
1761142215.781198,0,0.000360,0.007899,1.152934,-2.284,1.514,2.249,0.000360,0.007899,1.152934,-2.284,1.514,2.249
1761142215.833826,0,0.000373,0.007890,1.152920,-2.372,1.484,2.252,0.000373,0.007890,1.152920,-2.372,1.484,2.252
1761142215.908157,0,0.000373,0.007902,1.152970,-2.332,1.446,2.248,0.000373,0.007902,1.152970,-2.332,1.446,2.248
1761142215.977299,0,0.000369,0.007895,1.152917,-2.280,1.489,2.246,0.000369,0.007895,1.152917,-2.280,1.489,2.246
1761142216.041384,0,0.000379,0.007897,1.152998,-2.345,1.448,2.260,0.000379,0.007897,1.152998,-2.345,1.448,2.260
1761142216.105354,0,0.000352,0.007883,1.152962,-2.368,1.552,2.250,0.000352,0.007883,1.152962,-2.368,1.552,2.250
1761142216.177692,0,0.000380,0.007882,1.152943,-2.389,1.471,2.255,0.000380,0.007882,1.152943,-2.389,1.471,2.255
1761142216.241559,0,0.000371,0.007902,1.152940,-2.216,1.453,2.250,0.000371,0.007902,1.152940,-2.216,1.453,2.250
1761142216.309681,0,0.000372,0.007908,1.152968,-2.237,1.459,2.258,0.000372,0.007908,1.152968,-2.237,1.459,2.258
1761142216.375305,0,0.000360,0.007884,1.152980,-2.301,1.571,2.255,0.000360,0.007884,1.152980,-2.301,1.571,2.255
1761142216.441099,0,0.000384,0.007895,1.152984,-2.265,1.457,2.252,0.000384,0.007895,1.152984,-2.265,1.457,2.252
1761142216.500673,0,0.000381,0.007921,1.152970,-2.175,1.518,2.257,0.000381,0.007921,1.152970,-2.175,1.518,2.257
1761142216.564223,0,0.000398,0.007899,1.152850,-2.284,1.502,2.251,0.000398,0.007899,1.152850,-2.284,1.502,2.251
1761142216.625501,0,0.000361,0.007887,1.152909,-2.380,1.499,2.249,0.000361,0.007887,1.152909,-2.380,1.499,2.249
1761142216.701530,0,0.000409,0.007917,1.152931,-2.180,1.348,2.261,0.000409,0.007917,1.152931,-2.180,1.348,2.261
1761142216.764777,0,0.000395,0.007922,1.152903,-2.211,1.459,2.257,0.000395,0.007922,1.152903,-2.211,1.459,2.257
1761142216.830677,0,0.000392,0.007892,1.152859,-2.353,1.363,2.254,0.000392,0.007892,1.152859,-2.353,1.363,2.254
1761142216.896228,0,0.000370,0.007903,1.152885,-2.264,1.462,2.252,0.000370,0.007903,1.152885,-2.264,1.462,2.252
1761142216.958512,0,0.000386,0.007912,1.152843,-2.262,1.361,2.254,0.000386,0.007912,1.152843,-2.262,1.361,2.254
1761142217.039058,0,0.000383,0.007913,1.152947,-2.265,1.415,2.252,0.000383,0.007913,1.152947,-2.265,1.415,2.252
1761142217.127368,0,0.000404,0.007934,1.152956,-2.085,1.403,2.263,0.000404,0.007934,1.152956,-2.085,1.403,2.263
1761142217.186795,0,0.000380,0.007898,1.152915,-2.298,1.480,2.251,0.000380,0.007898,1.152915,-2.298,1.480,2.251
1761142217.260941,0,0.000380,0.007917,1.152846,-2.197,1.503,2.257,0.000380,0.007917,1.152846,-2.197,1.503,2.257
1761142217.333105,0,0.000393,0.007903,1.152946,-2.255,1.459,2.255,0.000393,0.007903,1.152946,-2.255,1.459,2.255
1761142217.412165,0,0.000384,0.007901,1.152856,-2.297,1.486,2.252,0.000384,0.007901,1.152856,-2.297,1.486,2.252
1761142217.479469,0,0.000379,0.007902,1.152896,-2.265,1.495,2.246,0.000379,0.007902,1.152896,-2.265,1.495,2.246
1761142217.553611,0,0.000398,0.007909,1.152909,-2.289,1.361,2.260,0.000398,0.007909,1.152909,-2.289,1.361,2.260
1761142217.630112,0,0.000375,0.007931,1.152916,-2.128,1.414,2.255,0.000375,0.007931,1.152916,-2.128,1.414,2.255
1761142217.709507,0,0.000376,0.007907,1.152887,-2.254,1.497,2.255,0.000376,0.007907,1.152887,-2.254,1.497,2.255
1761142217.782307,0,0.000387,0.007904,1.152864,-2.300,1.487,2.252,0.000387,0.007904,1.152864,-2.300,1.487,2.252
1761142217.861047,0,0.000376,0.007901,1.152845,-2.326,1.488,2.253,0.000376,0.007901,1.152845,-2.326,1.488,2.253
1761142217.934407,0,0.000387,0.007895,1.152850,-2.414,1.405,2.255,0.000387,0.007895,1.152850,-2.414,1.405,2.255
1761142218.009632,0,0.000374,0.007919,1.152864,-2.241,1.491,2.251,0.000374,0.007919,1.152864,-2.241,1.491,2.251
1761142218.084650,0,0.000372,0.007908,1.152834,-2.275,1.499,2.249,0.000372,0.007908,1.152834,-2.275,1.499,2.249
1761142218.153596,0,0.000393,0.007896,1.152821,-2.357,1.421,2.249,0.000393,0.007896,1.152821,-2.357,1.421,2.249
1761142218.222304,0,0.000391,0.007929,1.152752,-2.212,1.398,2.266,0.000391,0.007929,1.152752,-2.212,1.398,2.266
1761142218.293816,0,0.000385,0.007924,1.152796,-2.235,1.436,2.255,0.000385,0.007924,1.152796,-2.235,1.436,2.255
1761142218.363539,0,0.000375,0.007926,1.152829,-2.213,1.480,2.252,0.000375,0.007926,1.152829,-2.213,1.480,2.252
1761142218.431720,0,0.000393,0.007923,1.152767,-2.242,1.457,2.257,0.000393,0.007923,1.152767,-2.242,1.457,2.257
1761142218.505229,0,0.000377,0.007913,1.152710,-2.303,1.504,2.254,0.000377,0.007913,1.152710,-2.303,1.504,2.254
1761142218.573871,0,0.000384,0.007923,1.152716,-2.266,1.425,2.253,0.000384,0.007923,1.152716,-2.266,1.425,2.253
1761142218.641557,0,0.000378,0.007910,1.152642,-2.360,1.468,2.255,0.000378,0.007910,1.152642,-2.360,1.468,2.255
1761142218.706770,0,0.000374,0.007938,1.152765,-2.259,1.532,2.256,0.000374,0.007938,1.152765,-2.259,1.532,2.256
1761142218.769879,0,0.000365,0.007920,1.152670,-2.366,1.525,2.251,0.000365,0.007920,1.152670,-2.366,1.525,2.251
1761142218.841686,0,0.000400,0.007928,1.152860,-2.297,1.334,2.253,0.000400,0.007928,1.152860,-2.297,1.334,2.253
1761142218.912114,0,0.000377,0.007926,1.152633,-2.308,1.473,2.252,0.000377,0.007926,1.152633,-2.308,1.473,2.252
1761142218.983603,0,0.000395,0.007919,1.152704,-2.336,1.396,2.255,0.000395,0.007919,1.152704,-2.336,1.396,2.255
1761142219.057569,0,0.000395,0.007924,1.152718,-2.299,1.367,2.260,0.000395,0.007924,1.152718,-2.299,1.367,2.260
1761142219.124120,0,0.000381,0.007925,1.152670,-2.328,1.434,2.247,0.000381,0.007925,1.152670,-2.328,1.434,2.247
1761142219.190977,0,0.000371,0.007929,1.152695,-2.287,1.543,2.245,0.000371,0.007929,1.152695,-2.287,1.543,2.245
1761142219.257335,0,0.000390,0.007921,1.152750,-2.375,1.422,2.255,0.000390,0.007921,1.152750,-2.375,1.422,2.255
1761142219.314717,0,0.000365,0.007928,1.152781,-2.321,1.549,2.249,0.000365,0.007928,1.152781,-2.321,1.549,2.249
1761142219.375437,0,0.000383,0.007929,1.152764,-2.350,1.440,2.244,0.000383,0.007929,1.152764,-2.350,1.440,2.244
1761142219.436833,0,0.000407,0.007942,1.152712,-2.305,1.267,2.256,0.000407,0.007942,1.152712,-2.305,1.267,2.256
1761142219.497179,0,0.000394,0.007932,1.152808,-2.252,1.378,2.259,0.000394,0.007932,1.152808,-2.252,1.378,2.259
1761142219.562236,0,0.000387,0.007929,1.152810,-2.294,1.439,2.254,0.000387,0.007929,1.152810,-2.294,1.439,2.254
1761142219.625675,0,0.000380,0.007931,1.152755,-2.283,1.487,2.251,0.000380,0.007931,1.152755,-2.283,1.487,2.251
1761142219.683503,0,0.000373,0.007926,1.152824,-2.307,1.449,2.254,0.000373,0.007926,1.152824,-2.307,1.449,2.254
1761142219.746355,0,0.000364,0.007922,1.152817,-2.284,1.563,2.247,0.000364,0.007922,1.152817,-2.284,1.563,2.247
1761142219.801996,0,0.000398,0.007963,1.150934,-2.632,1.598,2.242,0.000398,0.007963,1.150934,-2.632,1.598,2.242
1761142219.861091,0,0.000398,0.007971,1.150492,-2.315,1.701,2.258,0.000398,0.007971,1.150492,-2.315,1.701,2.258
1761142219.923933,0,0.000364,0.007907,1.152792,-2.425,1.474,2.254,0.000364,0.007907,1.152792,-2.425,1.474,2.254
1761142219.988914,0,0.000361,0.007907,1.156526,-1.818,1.379,2.253,0.000361,0.007907,1.156526,-1.818,1.379,2.253
1761142220.054988,0,0.000369,0.007952,1.158976,-1.665,1.333,2.263,0.000369,0.007952,1.158976,-1.665,1.333,2.263
1761142220.118587,0,0.000349,0.007934,1.158222,-2.035,1.414,2.251,0.000349,0.007934,1.158222,-2.035,1.414,2.251
1761142220.179957,0,0.000385,0.007981,1.150598,-2.482,1.690,2.246,0.000385,0.007981,1.150598,-2.482,1.690,2.246
1761142220.241089,0,0.000346,0.007908,1.155413,-2.215,1.425,2.254,0.000346,0.007908,1.155413,-2.215,1.425,2.254
1761142220.310000,0,0.000357,0.007917,1.155400,-2.171,1.323,2.260,0.000357,0.007917,1.155400,-2.171,1.323,2.260
1761142220.374763,0,0.000344,0.007901,1.155497,-2.275,1.355,2.250,0.000344,0.007901,1.155497,-2.275,1.355,2.250
1761142220.443608,0,0.000354,0.007905,1.155549,-2.214,1.364,2.255,0.000354,0.007905,1.155549,-2.214,1.364,2.255
1761142220.511582,0,0.000362,0.007898,1.155499,-2.195,1.336,2.251,0.000362,0.007898,1.155499,-2.195,1.336,2.251
1761142220.574258,0,0.000350,0.007918,1.155503,-2.178,1.403,2.259,0.000350,0.007918,1.155503,-2.178,1.403,2.259
1761142220.633710,0,0.000361,0.007909,1.155461,-2.207,1.398,2.254,0.000361,0.007909,1.155461,-2.207,1.398,2.254
1761142220.698459,0,0.000371,0.007898,1.155488,-2.225,1.318,2.251,0.000371,0.007898,1.155488,-2.225,1.318,2.251
1761142220.760660,0,0.000365,0.007909,1.155473,-2.172,1.353,2.255,0.000365,0.007909,1.155473,-2.172,1.353,2.255
1761142220.822878,0,0.000362,0.007902,1.155426,-2.249,1.365,2.245,0.000362,0.007902,1.155426,-2.249,1.365,2.245
1761142220.886277,0,0.000359,0.007914,1.155495,-2.199,1.341,2.253,0.000359,0.007914,1.155495,-2.199,1.341,2.253
1761142220.951025,0,0.000352,0.007933,1.155455,-2.083,1.440,2.261,0.000352,0.007933,1.155455,-2.083,1.440,2.261
1761142221.014046,0,0.000352,0.007903,1.155534,-2.226,1.337,2.248,0.000352,0.007903,1.155534,-2.226,1.337,2.248
1761142221.085669,0,0.000350,0.007906,1.155544,-2.232,1.338,2.256,0.000350,0.007906,1.155544,-2.232,1.338,2.256
1761142221.149257,0,0.000350,0.007900,1.155449,-2.248,1.394,2.255,0.000350,0.007900,1.155449,-2.248,1.394,2.255
1761142221.213269,0,0.000350,0.007911,1.155520,-2.190,1.362,2.248,0.000350,0.007911,1.155520,-2.190,1.362,2.248
1761142221.286948,0,0.000353,0.007915,1.155550,-2.146,1.352,2.253,0.000353,0.007915,1.155550,-2.146,1.352,2.253
1761142221.357675,0,0.000357,0.007920,1.155503,-2.186,1.353,2.251,0.000357,0.007920,1.155503,-2.186,1.353,2.251
1761142221.426335,0,0.000335,0.007915,1.155450,-2.180,1.440,2.253,0.000335,0.007915,1.155450,-2.180,1.440,2.253
1761142221.484049,0,0.000346,0.007902,1.155406,-2.317,1.455,2.254,0.000346,0.007902,1.155406,-2.317,1.455,2.254
1761142221.549747,0,0.000347,0.007910,1.155427,-2.197,1.404,2.254,0.000347,0.007910,1.155427,-2.197,1.404,2.254
1761142221.612489,0,0.000381,0.007908,1.155409,-2.252,1.248,2.256,0.000381,0.007908,1.155409,-2.252,1.248,2.256
1761142221.676119,0,0.000359,0.007915,1.155490,-2.188,1.342,2.250,0.000359,0.007915,1.155490,-2.188,1.342,2.250
1761142221.736725,0,0.000358,0.007892,1.155490,-2.260,1.335,2.252,0.000358,0.007892,1.155490,-2.260,1.335,2.252
1761142221.799972,0,0.000350,0.007921,1.155509,-2.132,1.397,2.255,0.000350,0.007921,1.155509,-2.132,1.397,2.255
1761142221.865054,0,0.000357,0.007908,1.155509,-2.174,1.346,2.253,0.000357,0.007908,1.155509,-2.174,1.346,2.253
1761142221.929399,0,0.000357,0.007909,1.155479,-2.190,1.302,2.255,0.000357,0.007909,1.155479,-2.190,1.302,2.255
1761142221.994477,0,0.000369,0.007932,1.155517,-2.040,1.304,2.263,0.000369,0.007932,1.155517,-2.040,1.304,2.263
1761142222.058573,0,0.000359,0.007924,1.155505,-2.155,1.345,2.253,0.000359,0.007924,1.155505,-2.155,1.345,2.253
1761142222.125748,0,0.000355,0.007914,1.155468,-2.199,1.341,2.250,0.000355,0.007914,1.155468,-2.199,1.341,2.250
1761142222.185441,0,0.000362,0.007904,1.155555,-2.199,1.313,2.246,0.000362,0.007904,1.155555,-2.199,1.313,2.246
1761142222.245206,0,0.000365,0.007947,1.155492,-2.060,1.328,2.253,0.000365,0.007947,1.155492,-2.060,1.328,2.253
1761142222.306799,0,0.000360,0.007913,1.155500,-2.190,1.353,2.259,0.000360,0.007913,1.155500,-2.190,1.353,2.259
1761142222.380227,0,0.000350,0.007919,1.155495,-2.150,1.441,2.253,0.000350,0.007919,1.155495,-2.150,1.441,2.253
1761142222.446775,0,0.000361,0.007914,1.155402,-2.209,1.435,2.256,0.000361,0.007914,1.155402,-2.209,1.435,2.256
1761142222.527987,0,0.000361,0.007918,1.155528,-2.155,1.342,2.254,0.000361,0.007918,1.155528,-2.155,1.342,2.254
1761142222.597090,0,0.000374,0.007906,1.155434,-2.292,1.317,2.254,0.000374,0.007906,1.155434,-2.292,1.317,2.254
1761142222.667218,0,0.000361,0.007909,1.155485,-2.202,1.369,2.249,0.000361,0.007909,1.155485,-2.202,1.369,2.249
1761142222.745481,0,0.000360,0.007905,1.155518,-2.246,1.321,2.247,0.000360,0.007905,1.155518,-2.246,1.321,2.247
1761142222.823070,0,0.000359,0.007916,1.155449,-2.190,1.376,2.250,0.000359,0.007916,1.155449,-2.190,1.376,2.250
1761142222.888385,0,0.000362,0.007925,1.155464,-2.175,1.329,2.258,0.000362,0.007925,1.155464,-2.175,1.329,2.258
1761142222.965203,0,0.000367,0.007906,1.155541,-2.228,1.294,2.251,0.000367,0.007906,1.155541,-2.228,1.294,2.251
1761142223.030569,0,0.000376,0.007895,1.155496,-2.291,1.290,2.251,0.000376,0.007895,1.155496,-2.291,1.290,2.251
1761142223.099745,0,0.000357,0.007916,1.155522,-2.176,1.386,2.250,0.000357,0.007916,1.155522,-2.176,1.386,2.250
1761142223.163840,0,0.000345,0.007915,1.155481,-2.206,1.434,2.254,0.000345,0.007915,1.155481,-2.206,1.434,2.254
1761142223.232190,0,0.000357,0.007919,1.155489,-2.204,1.364,2.251,0.000357,0.007919,1.155489,-2.204,1.364,2.251
1761142223.298470,0,0.000366,0.007928,1.155481,-2.144,1.347,2.257,0.000366,0.007928,1.155481,-2.144,1.347,2.257
1761142223.368476,0,0.000364,0.007910,1.155525,-2.237,1.363,2.252,0.000364,0.007910,1.155525,-2.237,1.363,2.252
1761142223.437601,0,0.000356,0.007915,1.155490,-2.182,1.367,2.253,0.000356,0.007915,1.155490,-2.182,1.367,2.253
1761142223.497943,0,0.000356,0.007913,1.155470,-2.199,1.354,2.249,0.000356,0.007913,1.155470,-2.199,1.354,2.249
1761142223.555077,0,0.000371,0.007923,1.155547,-2.134,1.316,2.259,0.000371,0.007923,1.155547,-2.134,1.316,2.259
1761142223.617819,0,0.000359,0.007939,1.155475,-2.077,1.374,2.257,0.000359,0.007939,1.155475,-2.077,1.374,2.257
1761142223.674114,0,0.000367,0.007921,1.155543,-2.117,1.358,2.252,0.000367,0.007921,1.155543,-2.117,1.358,2.252
1761142223.737808,0,0.000374,0.007926,1.155534,-2.123,1.283,2.256,0.000374,0.007926,1.155534,-2.123,1.283,2.256
1761142223.805858,0,0.000365,0.007902,1.155397,-2.267,1.350,2.250,0.000365,0.007902,1.155397,-2.267,1.350,2.250
1761142223.866035,0,0.000367,0.007901,1.155404,-2.282,1.357,2.249,0.000367,0.007901,1.155404,-2.282,1.357,2.249
1761142223.928504,0,0.000364,0.007923,1.155445,-2.142,1.337,2.260,0.000364,0.007923,1.155445,-2.142,1.337,2.260
1761142223.994807,0,0.000355,0.007910,1.155449,-2.248,1.380,2.245,0.000355,0.007910,1.155449,-2.248,1.380,2.245
1761142224.070161,0,0.000371,0.007919,1.155489,-2.155,1.307,2.252,0.000371,0.007919,1.155489,-2.155,1.307,2.252
1761142224.140488,0,0.000362,0.007915,1.155542,-2.187,1.334,2.247,0.000362,0.007915,1.155542,-2.187,1.334,2.247
1761142224.213833,0,0.000352,0.007915,1.155597,-2.166,1.400,2.251,0.000352,0.007915,1.155597,-2.166,1.400,2.251
1761142224.285170,0,0.000362,0.007910,1.155462,-2.228,1.345,2.249,0.000362,0.007910,1.155462,-2.228,1.345,2.249
1761142224.346298,0,0.000370,0.007935,1.155496,-2.053,1.356,2.256,0.000370,0.007935,1.155496,-2.053,1.356,2.256
1761142224.417620,0,0.000366,0.007924,1.155589,-2.125,1.357,2.252,0.000366,0.007924,1.155589,-2.125,1.357,2.252
1761142224.490233,0,0.000382,0.007906,1.155566,-2.190,1.271,2.254,0.000382,0.007906,1.155566,-2.190,1.271,2.254
1761142224.549336,0,0.000363,0.007914,1.155590,-2.216,1.323,2.251,0.000363,0.007914,1.155590,-2.216,1.323,2.251
1761142224.608897,0,0.000356,0.007932,1.155505,-2.123,1.401,2.255,0.000356,0.007932,1.155505,-2.123,1.401,2.255
1761142224.670253,0,0.000365,0.007916,1.155499,-2.160,1.363,2.254,0.000365,0.007916,1.155499,-2.160,1.363,2.254
