timestamp_s,id,x_m,y_m,z_m,roll_deg,pitch_deg,yaw_deg,xE_m,yE_m,zE_m,rollE_deg,pitchE_deg,yawE_deg
1761142025.718016,0,-0.001079,0.001757,1.151348,-1.175,2.502,-1.598,-0.001079,0.001757,1.151348,-1.175,2.502,-1.598
1761142025.778367,0,-0.001079,0.001728,1.151305,-1.292,2.501,-1.600,-0.001079,0.001728,1.151305,-1.292,2.501,-1.600
1761142025.843888,0,-0.001081,0.001727,1.151308,-1.334,2.555,-1.601,-0.001081,0.001727,1.151308,-1.334,2.555,-1.601
1761142025.904539,0,-0.001067,0.001741,1.151299,-1.218,2.504,-1.602,-0.001067,0.001741,1.151299,-1.218,2.504,-1.602
1761142025.963372,0,-0.001089,0.001724,1.151344,-1.244,2.582,-1.599,-0.001089,0.001724,1.151344,-1.244,2.582,-1.599
1761142026.025478,0,-0.001079,0.001736,1.151311,-1.233,2.550,-1.596,-0.001079,0.001736,1.151311,-1.233,2.550,-1.596
1761142026.092637,0,-0.001052,0.001731,1.151311,-1.243,2.398,-1.599,-0.001052,0.001731,1.151311,-1.243,2.398,-1.599
1761142026.154771,0,-0.001062,0.001760,1.149793,-1.320,2.598,-1.600,-0.001062,0.001760,1.149793,-1.320,2.598,-1.600
1761142026.213668,0,-0.001104,0.001711,1.153718,-1.112,2.608,-1.601,-0.001104,0.001711,1.153718,-1.112,2.608,-1.601
1761142026.277328,0,-0.001093,0.001836,1.165611,-0.140,2.354,-1.562,-0.001093,0.001836,1.165611,-0.140,2.354,-1.562
1761142026.329171,0,-0.001086,0.001689,1.155705,-1.292,2.460,-1.590,-0.001086,0.001689,1.155705,-1.292,2.460,-1.590
1761142026.389189,0,-0.001068,0.001738,1.150722,-1.432,2.523,-1.605,-0.001068,0.001738,1.150722,-1.432,2.523,-1.605
1761142026.446618,0,-0.001109,0.001718,1.151134,-1.322,2.666,-1.606,-0.001109,0.001718,1.151134,-1.322,2.666,-1.606
1761142026.512393,0,-0.001078,0.001714,1.151151,-1.343,2.556,-1.605,-0.001078,0.001714,1.151151,-1.343,2.556,-1.605
1761142026.574563,0,-0.001073,0.001752,1.151212,-1.167,2.505,-1.596,-0.001073,0.001752,1.151212,-1.167,2.505,-1.596
1761142026.641535,0,-0.001091,0.001736,1.151182,-1.249,2.595,-1.601,-0.001091,0.001736,1.151182,-1.249,2.595,-1.601
1761142026.713136,0,-0.001104,0.001738,1.151118,-1.287,2.642,-1.596,-0.001104,0.001738,1.151118,-1.287,2.642,-1.596
1761142026.776004,0,-0.001079,0.001733,1.151061,-1.309,2.504,-1.598,-0.001079,0.001733,1.151061,-1.309,2.504,-1.598
1761142026.842327,0,-0.001096,0.001734,1.151132,-1.308,2.571,-1.606,-0.001096,0.001734,1.151132,-1.308,2.571,-1.606
1761142026.915628,0,-0.001095,0.001732,1.151114,-1.313,2.575,-1.600,-0.001095,0.001732,1.151114,-1.313,2.575,-1.600
1761142026.981561,0,-0.001080,0.001731,1.151076,-1.305,2.551,-1.598,-0.001080,0.001731,1.151076,-1.305,2.551,-1.598
1761142027.053651,0,-0.001082,0.001733,1.151128,-1.321,2.538,-1.603,-0.001082,0.001733,1.151128,-1.321,2.538,-1.603
1761142027.124390,0,-0.001080,0.001746,1.151151,-1.277,2.511,-1.594,-0.001080,0.001746,1.151151,-1.277,2.511,-1.594
1761142027.192170,0,-0.001100,0.001746,1.151067,-1.195,2.584,-1.592,-0.001100,0.001746,1.151067,-1.195,2.584,-1.592
1761142027.255428,0,-0.001098,0.001735,1.151062,-1.343,2.609,-1.607,-0.001098,0.001735,1.151062,-1.343,2.609,-1.607
1761142027.322212,0,-0.001085,0.001723,1.151169,-1.332,2.484,-1.597,-0.001085,0.001723,1.151169,-1.332,2.484,-1.597
1761142027.390102,0,-0.001086,0.001723,1.151126,-1.361,2.561,-1.599,-0.001086,0.001723,1.151126,-1.361,2.561,-1.599
1761142027.457204,0,-0.001102,0.001736,1.151142,-1.280,2.631,-1.607,-0.001102,0.001736,1.151142,-1.280,2.631,-1.607
1761142027.523911,0,-0.001091,0.001729,1.151151,-1.286,2.552,-1.597,-0.001091,0.001729,1.151151,-1.286,2.552,-1.597
1761142027.595297,0,-0.001094,0.001749,1.151129,-1.243,2.670,-1.601,-0.001094,0.001749,1.151129,-1.243,2.670,-1.601
1761142027.657812,0,-0.001082,0.001733,1.151143,-1.257,2.537,-1.598,-0.001082,0.001733,1.151143,-1.257,2.537,-1.598
1761142027.724608,0,-0.001086,0.001761,1.151210,-1.174,2.519,-1.594,-0.001086,0.001761,1.151210,-1.174,2.519,-1.594
1761142027.782062,0,-0.001093,0.001737,1.151224,-1.264,2.600,-1.602,-0.001093,0.001737,1.151224,-1.264,2.600,-1.602
1761142027.843758,0,-0.001094,0.001746,1.151118,-1.190,2.606,-1.591,-0.001094,0.001746,1.151118,-1.190,2.606,-1.591
1761142027.902696,0,-0.001090,0.001731,1.151172,-1.243,2.538,-1.587,-0.001090,0.001731,1.151172,-1.243,2.538,-1.587
1761142027.965423,0,-0.001078,0.001743,1.151131,-1.261,2.463,-1.593,-0.001078,0.001743,1.151131,-1.261,2.463,-1.593
1761142028.029700,0,-0.001086,0.001737,1.151225,-1.260,2.554,-1.594,-0.001086,0.001737,1.151225,-1.260,2.554,-1.594
1761142028.090883,0,-0.001085,0.001728,1.151213,-1.298,2.518,-1.597,-0.001085,0.001728,1.151213,-1.298,2.518,-1.597
1761142028.161643,0,-0.001076,0.001744,1.151269,-1.205,2.525,-1.593,-0.001076,0.001744,1.151269,-1.205,2.525,-1.593
1761142028.224528,0,-0.001084,0.001737,1.151100,-1.280,2.609,-1.597,-0.001084,0.001737,1.151100,-1.280,2.609,-1.597
1761142028.300553,0,-0.001091,0.001725,1.151174,-1.322,2.573,-1.602,-0.001091,0.001725,1.151174,-1.322,2.573,-1.602
1761142028.376847,0,-0.001075,0.001754,1.151147,-1.184,2.550,-1.592,-0.001075,0.001754,1.151147,-1.184,2.550,-1.592
1761142028.450064,0,-0.001092,0.001737,1.151190,-1.237,2.603,-1.596,-0.001092,0.001737,1.151190,-1.237,2.603,-1.596
1761142028.522818,0,-0.001081,0.001733,1.151191,-1.291,2.592,-1.597,-0.001081,0.001733,1.151191,-1.291,2.592,-1.597
1761142028.646354,0,-0.001079,0.001740,1.151218,-1.275,2.524,-1.598,-0.001079,0.001740,1.151218,-1.275,2.524,-1.598
1761142028.717134,0,-0.001089,0.001747,1.151198,-1.246,2.555,-1.604,-0.001089,0.001747,1.151198,-1.246,2.555,-1.604
1761142028.789879,0,-0.001089,0.001741,1.151187,-1.220,2.575,-1.600,-0.001089,0.001741,1.151187,-1.220,2.575,-1.600
1761142028.863153,0,-0.001084,0.001757,1.151149,-1.127,2.551,-1.596,-0.001084,0.001757,1.151149,-1.127,2.551,-1.596
1761142028.933518,0,-0.001076,0.001749,1.151208,-1.166,2.514,-1.592,-0.001076,0.001749,1.151208,-1.166,2.514,-1.592
1761142029.002107,0,-0.001073,0.001748,1.151147,-1.230,2.532,-1.597,-0.001073,0.001748,1.151147,-1.230,2.532,-1.597
1761142029.078316,0,-0.001079,0.001740,1.151160,-1.251,2.531,-1.592,-0.001079,0.001740,1.151160,-1.251,2.531,-1.592
1761142029.151435,0,-0.001092,0.001738,1.151163,-1.258,2.592,-1.594,-0.001092,0.001738,1.151163,-1.258,2.592,-1.594
1761142029.221125,0,-0.001080,0.001730,1.151234,-1.330,2.544,-1.599,-0.001080,0.001730,1.151234,-1.330,2.544,-1.599
1761142029.287911,0,-0.001071,0.001746,1.151189,-1.197,2.472,-1.599,-0.001071,0.001746,1.151189,-1.197,2.472,-1.599
1761142029.357068,0,-0.001080,0.001755,1.151129,-1.195,2.552,-1.595,-0.001080,0.001755,1.151129,-1.195,2.552,-1.595
1761142029.425591,0,-0.001067,0.001749,1.151176,-1.215,2.504,-1.596,-0.001067,0.001749,1.151176,-1.215,2.504,-1.596
1761142029.488459,0,-0.001068,0.001735,1.151169,-1.294,2.490,-1.596,-0.001068,0.001735,1.151169,-1.294,2.490,-1.596
1761142029.548164,0,-0.001082,0.001743,1.151093,-1.267,2.618,-1.599,-0.001082,0.001743,1.151093,-1.267,2.618,-1.599
1761142029.626840,0,-0.001095,0.001738,1.151190,-1.225,2.600,-1.591,-0.001095,0.001738,1.151190,-1.225,2.600,-1.591
1761142029.690537,0,-0.001069,0.001733,1.151224,-1.310,2.489,-1.600,-0.001069,0.001733,1.151224,-1.310,2.489,-1.600
1761142029.749188,0,-0.001093,0.001715,1.151123,-1.437,2.616,-1.607,-0.001093,0.001715,1.151123,-1.437,2.616,-1.607
1761142029.817424,0,-0.001078,0.001742,1.151184,-1.260,2.551,-1.593,-0.001078,0.001742,1.151184,-1.260,2.551,-1.593
1761142029.885456,0,-0.001079,0.001756,1.151112,-1.146,2.602,-1.594,-0.001079,0.001756,1.151112,-1.146,2.602,-1.594
1761142029.950622,0,-0.001083,0.001750,1.151240,-1.215,2.572,-1.590,-0.001083,0.001750,1.151240,-1.215,2.572,-1.590
1761142030.021235,0,-0.001075,0.001755,1.151179,-1.214,2.535,-1.592,-0.001075,0.001755,1.151179,-1.214,2.535,-1.592
1761142030.093540,0,-0.001084,0.001745,1.151212,-1.294,2.550,-1.595,-0.001084,0.001745,1.151212,-1.294,2.550,-1.595
1761142030.154217,0,-0.001078,0.001755,1.151128,-1.218,2.520,-1.594,-0.001078,0.001755,1.151128,-1.218,2.520,-1.594
1761142030.231577,0,-0.001085,0.001731,1.151179,-1.342,2.548,-1.599,-0.001085,0.001731,1.151179,-1.342,2.548,-1.599
1761142030.317317,0,-0.001075,0.001731,1.151137,-1.336,2.469,-1.601,-0.001075,0.001731,1.151137,-1.336,2.469,-1.601
1761142030.384605,0,-0.001088,0.001755,1.151141,-1.182,2.592,-1.600,-0.001088,0.001755,1.151141,-1.182,2.592,-1.600
1761142030.451839,0,-0.001077,0.001756,1.151119,-1.198,2.486,-1.599,-0.001077,0.001756,1.151119,-1.198,2.486,-1.599
1761142030.514914,0,-0.001092,0.001733,1.151156,-1.267,2.577,-1.601,-0.001092,0.001733,1.151156,-1.267,2.577,-1.601
1761142030.576395,0,-0.001097,0.001740,1.151120,-1.318,2.597,-1.599,-0.001097,0.001740,1.151120,-1.318,2.597,-1.599
1761142030.642419,0,-0.001085,0.001754,1.151151,-1.233,2.561,-1.589,-0.001085,0.001754,1.151151,-1.233,2.561,-1.589
1761142030.706709,0,-0.001086,0.001740,1.151135,-1.317,2.527,-1.595,-0.001086,0.001740,1.151135,-1.317,2.527,-1.595
1761142030.768474,0,-0.001098,0.001750,1.151078,-1.216,2.651,-1.591,-0.001098,0.001750,1.151078,-1.216,2.651,-1.591
1761142030.828927,0,-0.001074,0.001749,1.151211,-1.330,2.451,-1.594,-0.001074,0.001749,1.151211,-1.330,2.451,-1.594
1761142030.891397,0,-0.001083,0.001755,1.151162,-1.310,2.577,-1.602,-0.001083,0.001755,1.151162,-1.310,2.577,-1.602
1761142030.953082,0,-0.001060,0.001754,1.151162,-1.282,2.459,-1.600,-0.001060,0.001754,1.151162,-1.282,2.459,-1.600
1761142031.017185,0,-0.001083,0.001732,1.151109,-1.351,2.563,-1.592,-0.001083,0.001732,1.151109,-1.351,2.563,-1.592
1761142031.084679,0,-0.001077,0.001738,1.151163,-1.324,2.526,-1.600,-0.001077,0.001738,1.151163,-1.324,2.526,-1.600
1761142031.146481,0,-0.001074,0.001728,1.151083,-1.344,2.540,-1.598,-0.001074,0.001728,1.151083,-1.344,2.540,-1.598
1761142031.204242,0,-0.001071,0.001751,1.151098,-1.256,2.535,-1.598,-0.001071,0.001751,1.151098,-1.256,2.535,-1.598
1761142031.271486,0,-0.001079,0.001749,1.151110,-1.284,2.570,-1.599,-0.001079,0.001749,1.151110,-1.284,2.570,-1.599
1761142031.333059,0,-0.001076,0.001740,1.151161,-1.320,2.508,-1.596,-0.001076,0.001740,1.151161,-1.320,2.508,-1.596
1761142031.399693,0,-0.001091,0.001748,1.151150,-1.240,2.597,-1.589,-0.001091,0.001748,1.151150,-1.240,2.597,-1.589
1761142031.460369,0,-0.001079,0.001745,1.151182,-1.298,2.577,-1.597,-0.001079,0.001745,1.151182,-1.298,2.577,-1.597
1761142031.530825,0,-0.001088,0.001727,1.151067,-1.386,2.601,-1.595,-0.001088,0.001727,1.151067,-1.386,2.601,-1.595
1761142031.591649,0,-0.001080,0.001759,1.151080,-1.214,2.578,-1.596,-0.001080,0.001759,1.151080,-1.214,2.578,-1.596
1761142031.654208,0,-0.001071,0.001767,1.151137,-1.198,2.548,-1.586,-0.001071,0.001767,1.151137,-1.198,2.548,-1.586
1761142031.718270,0,-0.001068,0.001741,1.151151,-1.267,2.498,-1.595,-0.001068,0.001741,1.151151,-1.267,2.498,-1.595
1761142031.779542,0,-0.001089,0.001756,1.151036,-1.232,2.662,-1.599,-0.001089,0.001756,1.151036,-1.232,2.662,-1.599
1761142031.840116,0,-0.001071,0.001770,1.151164,-1.157,2.531,-1.598,-0.001071,0.001770,1.151164,-1.157,2.531,-1.598
1761142031.915320,0,-0.001065,0.001736,1.151239,-1.305,2.478,-1.595,-0.001065,0.001736,1.151239,-1.305,2.478,-1.595
1761142031.979899,0,-0.001072,0.001733,1.151092,-1.306,2.568,-1.595,-0.001072,0.001733,1.151092,-1.306,2.568,-1.595
1761142032.048268,0,-0.001075,0.001752,1.151071,-1.203,2.587,-1.597,-0.001075,0.001752,1.151071,-1.203,2.587,-1.597
1761142032.116583,0,-0.001095,0.001727,1.151098,-1.370,2.687,-1.608,-0.001095,0.001727,1.151098,-1.370,2.687,-1.608
1761142032.175947,0,-0.001093,0.001737,1.151032,-1.267,2.685,-1.606,-0.001093,0.001737,1.151032,-1.267,2.685,-1.606
1761142032.244343,0,-0.001077,0.001732,1.151155,-1.307,2.594,-1.602,-0.001077,0.001732,1.151155,-1.307,2.594,-1.602
1761142032.312271,0,-0.001098,0.001728,1.151050,-1.291,2.679,-1.605,-0.001098,0.001728,1.151050,-1.291,2.679,-1.605
1761142032.374247,0,-0.001079,0.001742,1.151078,-1.268,2.626,-1.604,-0.001079,0.001742,1.151078,-1.268,2.626,-1.604
1761142032.436810,0,-0.001082,0.001728,1.151060,-1.370,2.637,-1.602,-0.001082,0.001728,1.151060,-1.370,2.637,-1.602
1761142032.501681,0,-0.001070,0.001745,1.151128,-1.295,2.615,-1.594,-0.001070,0.001745,1.151128,-1.295,2.615,-1.594
1761142032.569463,0,-0.001082,0.001722,1.151016,-1.391,2.618,-1.604,-0.001082,0.001722,1.151016,-1.391,2.618,-1.604
1761142032.634833,0,-0.001088,0.001745,1.150968,-1.221,2.696,-1.595,-0.001088,0.001745,1.150968,-1.221,2.696,-1.595
1761142032.696527,0,-0.001087,0.001744,1.151099,-1.327,2.676,-1.602,-0.001087,0.001744,1.151099,-1.327,2.676,-1.602
1761142032.789637,0,-0.001083,0.001749,1.151122,-1.234,2.576,-1.602,-0.001083,0.001749,1.151122,-1.234,2.576,-1.602
1761142032.870732,0,-0.001078,0.001753,1.151103,-1.222,2.596,-1.592,-0.001078,0.001753,1.151103,-1.222,2.596,-1.592
1761142032.944676,0,-0.001078,0.001742,1.151150,-1.250,2.589,-1.597,-0.001078,0.001742,1.151150,-1.250,2.589,-1.597
1761142033.016754,0,-0.001084,0.001727,1.151067,-1.337,2.630,-1.601,-0.001084,0.001727,1.151067,-1.337,2.630,-1.601
1761142033.090727,0,-0.001077,0.001731,1.151081,-1.338,2.577,-1.608,-0.001077,0.001731,1.151081,-1.338,2.577,-1.608
1761142033.170103,0,-0.001068,0.001758,1.151136,-1.168,2.588,-1.596,-0.001068,0.001758,1.151136,-1.168,2.588,-1.596
1761142033.255805,0,-0.001076,0.001746,1.151099,-1.265,2.602,-1.608,-0.001076,0.001746,1.151099,-1.265,2.602,-1.608
1761142033.331069,0,-0.001089,0.001746,1.151112,-1.228,2.663,-1.600,-0.001089,0.001746,1.151112,-1.228,2.663,-1.600
1761142033.407065,0,-0.001081,0.001741,1.151087,-1.303,2.608,-1.598,-0.001081,0.001741,1.151087,-1.303,2.608,-1.598
1761142033.468621,0,-0.001082,0.001742,1.151109,-1.277,2.555,-1.597,-0.001082,0.001742,1.151109,-1.277,2.555,-1.597
1761142033.534349,0,-0.001072,0.001743,1.151112,-1.284,2.512,-1.594,-0.001072,0.001743,1.151112,-1.284,2.512,-1.594
1761142033.607228,0,-0.001083,0.001729,1.151001,-1.380,2.602,-1.603,-0.001083,0.001729,1.151001,-1.380,2.602,-1.603
1761142033.671044,0,-0.001080,0.001752,1.151091,-1.233,2.519,-1.594,-0.001080,0.001752,1.151091,-1.233,2.519,-1.594
1761142033.754652,0,-0.001089,0.001753,1.151098,-1.200,2.585,-1.596,-0.001089,0.001753,1.151098,-1.200,2.585,-1.596
1761142033.834870,0,-0.001091,0.001748,1.150974,-1.226,2.634,-1.600,-0.001091,0.001748,1.150974,-1.226,2.634,-1.600
1761142033.909713,0,-0.001087,0.001753,1.150998,-1.210,2.644,-1.599,-0.001087,0.001753,1.150998,-1.210,2.644,-1.599
1761142033.981764,0,-0.001080,0.001762,1.151011,-1.215,2.629,-1.601,-0.001080,0.001762,1.151011,-1.215,2.629,-1.601
1761142034.073895,0,-0.001066,0.001700,1.151018,-1.367,2.651,-1.612,-0.001066,0.001700,1.151018,-1.367,2.651,-1.612
1761142034.151623,0,-0.001028,0.001666,1.151047,-1.423,2.593,-1.622,-0.001028,0.001666,1.151047,-1.423,2.593,-1.622
1761142034.228552,0,-0.001037,0.001708,1.150986,-1.306,2.588,-1.614,-0.001037,0.001708,1.150986,-1.306,2.588,-1.614
1761142034.304802,0,-0.001034,0.001699,1.151050,-1.328,2.604,-1.615,-0.001034,0.001699,1.151050,-1.328,2.604,-1.615
1761142034.374106,0,-0.001022,0.001723,1.150943,-1.257,2.618,-1.608,-0.001022,0.001723,1.150943,-1.257,2.618,-1.608
1761142034.516588,0,-0.001066,0.001752,1.151217,-0.973,2.674,-1.587,-0.001066,0.001752,1.151217,-0.973,2.674,-1.587
1761142034.585006,0,-0.001043,0.001706,1.150997,-1.273,2.637,-1.623,-0.001043,0.001706,1.150997,-1.273,2.637,-1.623
1761142034.657495,0,-0.001044,0.001696,1.151046,-1.369,2.619,-1.621,-0.001044,0.001696,1.151046,-1.369,2.619,-1.621
1761142034.725763,0,-0.001033,0.001698,1.150985,-1.370,2.545,-1.622,-0.001033,0.001698,1.150985,-1.370,2.545,-1.622
1761142034.793262,0,-0.001053,0.001704,1.150959,-1.299,2.659,-1.616,-0.001053,0.001704,1.150959,-1.299,2.659,-1.616
1761142034.867449,0,-0.001032,0.001704,1.150996,-1.232,2.508,-1.613,-0.001032,0.001704,1.150996,-1.232,2.508,-1.613
1761142034.942106,0,-0.001040,0.001687,1.150862,-1.439,2.586,-1.617,-0.001040,0.001687,1.150862,-1.439,2.586,-1.617
1761142035.016837,0,-0.001057,0.001719,1.151052,-1.219,2.607,-1.602,-0.001057,0.001719,1.151052,-1.219,2.607,-1.602
1761142035.093767,0,-0.001038,0.001707,1.150990,-1.302,2.547,-1.612,-0.001038,0.001707,1.150990,-1.302,2.547,-1.612
1761142035.178438,0,-0.001054,0.001729,1.150960,-1.155,2.606,-1.610,-0.001054,0.001729,1.150960,-1.155,2.606,-1.610
1761142035.256641,0,-0.001040,0.001781,1.151703,-0.809,1.514,-1.594,-0.001040,0.001781,1.151703,-0.809,1.514,-1.594
1761142035.333821,0,-0.000929,0.001726,1.153741,-1.294,1.273,-1.580,-0.000929,0.001726,1.153741,-1.294,1.273,-1.580
1761142035.418596,0,-0.000976,0.001742,1.153972,-1.267,1.605,-1.593,-0.000976,0.001742,1.153972,-1.267,1.605,-1.593
1761142035.504731,0,-0.000978,0.001726,1.154124,-1.474,1.843,-1.613,-0.000978,0.001726,1.154124,-1.474,1.843,-1.613
1761142035.588870,0,-0.000989,0.001717,1.153994,-1.652,2.102,-1.613,-0.000989,0.001717,1.153994,-1.652,2.102,-1.613
1761142035.671914,0,-0.000894,0.001833,1.154403,-1.484,1.616,-1.600,-0.000894,0.001833,1.154403,-1.484,1.616,-1.600
1761142035.749929,0,-0.000902,0.001847,1.154520,-1.490,1.631,-1.597,-0.000902,0.001847,1.154520,-1.490,1.631,-1.597
1761142035.829404,0,-0.000915,0.001825,1.154413,-1.617,1.732,-1.606,-0.000915,0.001825,1.154413,-1.617,1.732,-1.606
1761142035.915234,0,-0.000905,0.001831,1.154382,-1.652,1.869,-1.607,-0.000905,0.001831,1.154382,-1.652,1.869,-1.607
1761142035.995069,0,-0.000910,0.001853,1.154421,-1.609,1.878,-1.610,-0.000910,0.001853,1.154421,-1.609,1.878,-1.610
1761142036.064908,0,-0.000903,0.001831,1.154341,-1.727,1.810,-1.610,-0.000903,0.001831,1.154341,-1.727,1.810,-1.610
1761142036.136222,0,-0.000920,0.001837,1.154334,-1.688,1.913,-1.617,-0.000920,0.001837,1.154334,-1.688,1.913,-1.617
1761142036.202943,0,-0.000901,0.001848,1.154354,-1.584,1.759,-1.596,-0.000901,0.001848,1.154354,-1.584,1.759,-1.596
1761142036.273815,0,-0.000914,0.001830,1.154344,-1.669,1.871,-1.606,-0.000914,0.001830,1.154344,-1.669,1.871,-1.606
1761142036.347881,0,-0.000925,0.001852,1.154272,-1.526,1.954,-1.600,-0.000925,0.001852,1.154272,-1.526,1.954,-1.600
1761142036.417269,0,-0.000709,0.001850,1.154384,-1.585,1.612,-1.519,-0.000709,0.001850,1.154384,-1.585,1.612,-1.519
1761142036.490703,0,-0.000666,0.001858,1.154257,-1.751,1.712,-1.508,-0.000666,0.001858,1.154257,-1.751,1.712,-1.508
1761142036.556604,0,-0.000668,0.001857,1.154227,-1.752,1.758,-1.505,-0.000668,0.001857,1.154227,-1.752,1.758,-1.505
1761142036.704629,0,-0.000681,0.001865,1.154295,-1.708,1.793,-1.511,-0.000681,0.001865,1.154295,-1.708,1.793,-1.511
1761142037.072935,0,-0.000652,0.001899,1.154218,-1.629,1.680,-1.500,-0.000652,0.001899,1.154218,-1.629,1.680,-1.500
1761142037.144868,0,-0.000675,0.001895,1.154280,-1.650,1.775,-1.501,-0.000675,0.001895,1.154280,-1.650,1.775,-1.501
1761142037.224188,0,-0.000655,0.001881,1.154172,-1.717,1.743,-1.499,-0.000655,0.001881,1.154172,-1.717,1.743,-1.499
1761142037.296744,0,-0.000658,0.001881,1.154072,-1.679,1.690,-1.499,-0.000658,0.001881,1.154072,-1.679,1.690,-1.499
1761142037.994202,0,-0.000673,0.001864,1.154147,-1.640,1.841,-1.501,-0.000673,0.001864,1.154147,-1.640,1.841,-1.501
1761142038.071043,0,-0.000655,0.001868,1.154317,-1.537,1.736,-1.493,-0.000655,0.001868,1.154317,-1.537,1.736,-1.493
1761142038.157127,0,-0.000690,0.001929,1.154262,-1.388,1.904,-1.477,-0.000690,0.001929,1.154262,-1.388,1.904,-1.477
1761142038.245370,0,-0.000691,0.001976,1.154304,-1.431,1.784,-1.454,-0.000691,0.001976,1.154304,-1.431,1.784,-1.454
1761142038.321633,0,-0.000696,0.001987,1.154362,-1.411,1.810,-1.457,-0.000696,0.001987,1.154362,-1.411,1.810,-1.457
1761142038.397366,0,-0.000625,0.002070,1.151580,-1.509,1.769,-1.452,-0.000625,0.002070,1.151580,-1.509,1.769,-1.452
1761142038.466065,0,-0.000663,0.001962,1.157983,-0.918,1.594,-1.435,-0.000663,0.001962,1.157983,-0.918,1.594,-1.435
1761142038.536309,0,-0.000687,0.002038,1.159933,-1.092,1.570,-1.421,-0.000687,0.002038,1.159933,-1.092,1.570,-1.421
1761142038.617173,0,-0.000647,0.002107,1.152578,-1.623,1.770,-1.435,-0.000647,0.002107,1.152578,-1.623,1.770,-1.435
1761142038.694113,0,-0.000706,0.002046,1.156902,-1.258,1.672,-1.423,-0.000706,0.002046,1.156902,-1.258,1.672,-1.423
1761142038.767228,0,-0.000719,0.002024,1.157006,-1.400,1.636,-1.428,-0.000719,0.002024,1.157006,-1.400,1.636,-1.428
1761142038.841676,0,-0.000722,0.002051,1.156966,-1.266,1.636,-1.424,-0.000722,0.002051,1.156966,-1.266,1.636,-1.424
1761142038.915644,0,-0.000727,0.002063,1.156931,-1.244,1.705,-1.422,-0.000727,0.002063,1.156931,-1.244,1.705,-1.422
1761142038.986857,0,-0.000736,0.002037,1.156969,-1.338,1.772,-1.423,-0.000736,0.002037,1.156969,-1.338,1.772,-1.423
1761142039.066270,0,-0.000731,0.002079,1.156922,-1.263,1.697,-1.401,-0.000731,0.002079,1.156922,-1.263,1.697,-1.401
1761142039.152494,0,-0.000768,0.002197,1.156908,-1.272,1.680,-1.351,-0.000768,0.002197,1.156908,-1.272,1.680,-1.351
1761142039.252033,0,-0.000815,0.002278,1.156921,-1.423,1.664,-1.315,-0.000815,0.002278,1.156921,-1.423,1.664,-1.315
1761142039.339413,0,-0.000888,0.002390,1.156931,-1.433,1.785,-1.260,-0.000888,0.002390,1.156931,-1.433,1.785,-1.260
1761142039.437202,0,-0.000906,0.002465,1.157035,-1.544,1.680,-1.189,-0.000906,0.002465,1.157035,-1.544,1.680,-1.189
1761142039.518219,0,-0.000934,0.002440,1.156966,-1.469,1.690,-1.128,-0.000934,0.002440,1.156966,-1.469,1.690,-1.128
1761142039.589758,0,-0.000999,0.002511,1.156841,-1.212,1.821,-1.050,-0.000999,0.002511,1.156841,-1.212,1.821,-1.050
1761142039.672908,0,-0.001012,0.002488,1.156923,-1.448,1.782,-1.053,-0.001012,0.002488,1.156923,-1.448,1.782,-1.053
1761142039.747954,0,-0.001072,0.002576,1.156821,-1.455,1.783,-1.013,-0.001072,0.002576,1.156821,-1.455,1.783,-1.013
1761142039.821380,0,-0.001104,0.002635,1.156873,-1.522,1.714,-0.993,-0.001104,0.002635,1.156873,-1.522,1.714,-0.993
1761142039.897416,0,-0.001138,0.002682,1.156834,-1.476,1.797,-0.967,-0.001138,0.002682,1.156834,-1.476,1.797,-0.967
1761142039.967574,0,-0.001187,0.002764,1.156902,-1.439,1.731,-0.924,-0.001187,0.002764,1.156902,-1.439,1.731,-0.924
1761142040.046055,0,-0.001167,0.002744,1.156834,-1.480,1.717,-0.919,-0.001167,0.002744,1.156834,-1.480,1.717,-0.919
1761142040.117417,0,-0.001158,0.002748,1.156864,-1.484,1.620,-0.916,-0.001158,0.002748,1.156864,-1.484,1.620,-0.916
1761142040.191349,0,-0.001176,0.002753,1.156867,-1.437,1.725,-0.919,-0.001176,0.002753,1.156867,-1.437,1.725,-0.919
1761142040.270483,0,-0.001244,0.002773,1.156772,-1.545,1.867,-0.890,-0.001244,0.002773,1.156772,-1.545,1.867,-0.890
1761142040.340122,0,-0.001259,0.002852,1.156835,-1.379,1.777,-0.867,-0.001259,0.002852,1.156835,-1.379,1.777,-0.867
1761142040.419235,0,-0.001270,0.002856,1.156896,-1.319,1.821,-0.856,-0.001270,0.002856,1.156896,-1.319,1.821,-0.856
1761142040.492726,0,-0.001264,0.002835,1.156848,-1.446,1.754,-0.870,-0.001264,0.002835,1.156848,-1.446,1.754,-0.870
1761142040.566866,0,-0.001270,0.002845,1.156837,-1.427,1.847,-0.865,-0.001270,0.002845,1.156837,-1.427,1.847,-0.865
1761142040.638193,0,-0.001257,0.002852,1.156919,-1.404,1.688,-0.866,-0.001257,0.002852,1.156919,-1.404,1.688,-0.866
1761142040.713868,0,-0.001264,0.002856,1.156852,-1.372,1.805,-0.864,-0.001264,0.002856,1.156852,-1.372,1.805,-0.864
1761142040.791393,0,-0.001249,0.002846,1.156872,-1.392,1.687,-0.860,-0.001249,0.002846,1.156872,-1.392,1.687,-0.860
