0,0,100
10,0,100
20,600,100
30,900,100
40,1500,100
50,2400,100
60,3000,100
70,4200,100
80,5400,100
90,6000,100
100,7200,100
110,8100,100
120,8700,100
130,9000,100
140,9600,100
150,10200,100
160,10500,100
170,10500,100
180,10800,100
190,11100,100
200,11100,100
210,11100,100
220,11700,100
230,12000,100
240,11700,100
250,11700,100
260,12000,100
270,11700,100
280,12000,100
290,12300,100
300,12300,100
310,12300,100
320,12600,100
330,12300,100
340,12600,100
350,12900,100
360,12300,100
370,12600,100
380,12600,100
390,12600,100
400,12600,100
410,12600,100
420,12600,100
430,12300,100
440,12900,100
450,12600,100
460,12600,100
470,12600,100
480,12600,100
490,12900,100
500,12600,100
510,12600,100
520,12600,100
530,12600,100
540,12900,100
550,12600,100
560,12900,100
570,12600,100
580,12900,100
590,12600,100
600,12900,100
610,12900,100
620,12600,100
630,12900,100
640,12600,100
650,12900,100
660,12600,100
670,12900,100
680,12900,100
690,13200,100
700,12900,100
710,12900,100
720,12900,100
730,12600,100
740,12900,100
750,12900,100
760,12900,100
770,12900,100
780,12900,100
790,12900,100
800,12900,100
810,12900,100
820,12900,100
830,12900,100
840,12900,100
850,12900,100
860,12600,100
870,12900,100
880,12600,100
890,12900,100
900,12600,100
910,12600,100
920,12600,100
930,12900,100
940,12600,100
950,12300,100
960,12900,100
970,12600,100
980,12900,100
990,12600,100
1000,12900,100
1010,12600,100
1020,12900,100
1030,12600,100
1040,12900,100
1050,12900,100
1060,12900,100
1070,13200,100
1080,12900,100
1090,12900,100
1100,13200,100
1110,13200,100
1120,12900,100
1130,12900,100
1140,13200,100
1150,12900,100
1160,12900,100
1170,12600,100
1180,13200,100
1190,12600,100
1200,13200,100
1210,12600,100
1220,12900,100
1230,12900,100
1240,12600,100
1250,12900,100
1260,12600,100
1270,12900,100
1280,12600,100
1290,12900,100
1300,12600,100
1310,12600,100
1320,12600,100
1330,12900,100
1340,12600,100
1350,12900,100
1360,12600,100
1370,12600,100
1380,12900,100
1390,12600,100
1400,12900,100
1410,12900,100
1420,12900,100
1430,12900,100
1440,12900,100
1450,12900,100
1460,12900,100
1470,12900,100
1480,12900,100
1490,13200,100
1500,12900,100
1510,13200,100
1520,12600,100
1530,12900,100
1540,12900,100
1550,13200,100
1560,12900,100
1570,12900,100
1580,13200,100
1590,13200,100
1600,12900,100
1610,12900,100
1620,12600,100
1630,12600,100
1640,12900,100
1650,12600,100
1660,12600,100
1670,12900,100
1680,12600,100
1690,12900,100
1700,12600,100
1710,12600,100
1720,12600,100
1730,12600,100
1740,12600,100
1750,12900,100
1760,12600,100
1770,12900,100
1780,12600,100
1790,12900,100
1800,12600,100
1810,12900,100
1820,12900,100
1830,12900,100
1840,13200,100
1850,12900,100
1860,13200,100
1870,12900,100
1880,13200,100
1890,12900,100
1900,12900,100
1910,13200,100
1920,12600,100
1930,12900,100
1940,12900,100
1950,13200,100
1960,12900,100
1970,12900,100
1980,12900,100
1990,13200,100
2000,12600,100
2010,12900,100
2020,12900,100
2030,12600,100
2040,12900,100
2050,12300,100
2060,12900,100
2070,12600,100
2080,12900,100
2090,12600,100
2100,12900,100
2110,12600,100
2120,12900,100
2130,12600,100
2140,12600,100
2150,12900,100
2160,12600,100
2170,12600,100
2180,12900,100
2190,12900,100
2200,12900,100
2210,12900,100
2220,13200,100
2230,13200,100
2240,12900,100
2250,12900,100
2260,13200,100
2270,13200,100
2280,12900,100
2290,12900,100
2300,12900,100
2310,13200,100
2320,13200,100
2330,12900,100
2340,12900,100
2350,12900,100
2360,12900,100
2370,12900,100
2380,12300,100
2390,12900,100
2400,12300,100
2410,12900,100
2420,12600,100
2430,12900,100
2440,12600,100
2450,12900,100
2460,12900,100
2470,12900,100
2480,12600,100
2490,12600,100
2500,12900,100
2510,12600,100
2520,12600,100
2530,12600,100
2540,12900,100
2550,12600,100
2560,12900,100
2570,13200,100
2580,13200,100
2590,12900,100
2600,12900,100
2610,13200,100
2620,12900,100
2630,12900,100
2640,13200,100
2650,13200,100
2660,12900,100
2670,12900,100
2680,12900,100
2690,12900,100
2700,13200,100
2710,13200,100
2720,13200,100
2730,12900,100
2740,12900,100
2750,12900,100
2760,12900,100
2770,12900,100
2780,12900,100
2790,12600,100
2800,12900,100
2810,12600,100
2820,12600,100
2830,12900,100
2840,12600,100
2850,12900,100
2860,12600,100
2870,12600,100
2880,12600,100
2890,12900,100
2900,12600,100
2910,12900,100
2920,12600,100
2930,12600,100
2940,12900,100
2950,12900,100
2960,12900,100
2970,13200,100
2980,13200,100
2990,12900,100
3000,13200,100
3010,12900,100
3020,13200,100
3030,12900,100
3040,12900,100
3050,13200,100
3060,12900,100
3070,12900,100
3080,12900,100
3090,12900,100
3100,12900,100
3110,13200,100
3120,12600,100
3130,12600,100
3140,12600,100
3150,12600,100
3160,12600,100
3170,12600,100
3180,12900,100
3190,12600,100
3200,12900,100
3210,12600,100
3220,12900,100
3230,12600,100
3240,12900,100
3250,12600,100
3260,12900,100
3270,12600,100
3280,12900,100
3290,12900,100
3300,12900,100
3310,12600,100
3320,12900,100
3330,12900,100
3340,12900,100
3350,13200,100
3360,12900,100
3370,12900,100
3380,13200,100
3390,13200,100
3400,12900,100
3410,12900,100
3420,13200,100
3430,12900,100
3440,12900,100
3450,12900,100
3460,13200,100
3470,12900,100
3480,13200,100
3490,12900,100
3500,12900,100
3510,12600,100
3520,12600,100
3530,12900,100
3540,12600,100
3550,12600,100
3560,12600,100
3570,12900,100
3580,12600,100
3590,12600,100
3600,12600,100
3610,12900,100
3620,12600,100
3630,12600,100
3640,12900,100
3650,12900,100
3660,12600,100
3670,12600,100
3680,12900,100
3690,12900,100
3700,13200,100
3710,12900,100
3720,13200,100
3730,12900,100
3740,12900,100
3750,13200,100
3760,12900,100
3770,13200,100
3780,12600,100
3790,13200,100
3800,12600,100
3810,13200,100
3820,12900,100
3830,13200,100
3840,12900,100
3850,12600,100
3860,12600,100
3870,12300,100
3880,12900,100
3890,12300,100
3900,12600,100
3910,12600,100
3920,12900,100
3930,12600,100
3940,12600,100
3950,12900,100
3960,12600,100
3970,12600,100
3980,12600,100
3990,12600,100
4000,12600,100
4010,12900,100
4020,12600,100
4030,12900,100
4040,12600,100
4050,12900,100
4060,12600,100
4070,12600,100
4080,12900,100
4090,12600,100
4100,13200,100
4110,12900,100
4120,13200,100
4130,12600,100
4140,13200,100
4150,12900,100
4160,12900,100
4170,12900,100
4180,12900,100
4190,12900,100
4200,12900,100
4210,12600,100
4220,12600,100
4230,12900,100
4240,12600,100
4250,12600,100
4260,12900,100
4270,12900,100
4280,12600,100
4290,12600,100
4300,12900,100
4310,12600,100
4320,12900,100
4330,12600,100
4340,12900,100
4350,12300,100
4360,12900,100
4370,12900,100
4380,12900,100
4390,12900,100
4400,12600,100
4410,12900,100
4420,12600,100
4430,12900,100
4440,12600,100
4450,12900,100
4460,12900,100
4470,12900,100
4480,12900,100
4490,12900,100
4500,12900,100
4510,12900,100
4520,12900,100
4530,12900,100
4540,12900,100
4550,13200,100
4560,13200,100
4570,12900,100
4580,12900,100
4590,12600,100
4600,12900,100
4610,12600,100
4620,12600,100
4630,12600,100
4640,12300,100
4650,12600,100
4660,12600,100
4670,12900,100
4680,12600,100
4690,12900,100
4700,12600,100
4710,12600,100
4720,12600,100
4730,12600,100
4740,12900,100
4750,12600,100
4760,12600,100
4770,12900,100
4780,12900,100
4790,12900,100
4800,12600,100
4810,12900,100
4820,12900,100
4830,12900,100
4840,12900,100
4850,12600,100
4860,12600,100
4870,12900,100
4880,12600,100
4890,12900,100
